targetLab,resultLab,targetWeights,resultWeights,optimizer,numberOfEvaluations,mixingError,penalties,normalizer,initialGuessType
67.0607520782194;8.583268068731996;70.79009233501033,47.32057030724972;4.480032351959762;36.659315178602995,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.04055461123542234;0.5039673307164799;0.5540161453557702;0.4040936150722005;0.43614562258120926;0.9838443893279811;0.731718875207994;0.5413716292225244;0.5173812152071244;0.4654182809389323;0.04205279819046774,MoeaNSGAIIOptimizerImpl,1000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
40.362733626571746;54.79863856636899;33.349081115326264,37.55449459786436;33.6443973645881;29.08817045071157,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0,0.032616735825755756;0.9996464639922071;0.026923641895493323;0.3794360999162732;0.9592786878325155;0.37486152938204875;0.3603912273764717;0.01404598137254563;0.004774182318746281;0.2985840273566101;0.24944869887778318,MoeaNSGAIIOptimizerImpl,1000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
42.706338658628574;55.969501126185094;35.84730027526016,49.64526091739451;21.06143785722686;34.97715312395984,0.0;0.2;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0,0.4987579578523392;0.6477105628301046;0.47983794356120013;0.500135680992941;0.996820064058233;0.4979972007389272;0.49658397573525176;0.4420905064190587;0.4993472756605993;0.0291667165227299;0.008630060795985932,MoeaNSGAIIOptimizerImpl,1000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
45.04047339834915;57.10701103895932;38.30851888721315,38.17172788058281;32.72346021809219;17.66482104834307,0.0;0.4;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0,0.011203348015217409;0.8288253764175645;0.03828860578264482;0.5051988000130264;0.9827700689927905;0.5115134099171629;0.7681401709151092;0.5928989157005767;0.44633226808799087;0.8325191135926465;0.011241177053145476,MoeaNSGAIIOptimizerImpl,1000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
47.56154160770995;58.56238095429944;40.45025843426138,47.27380305803479;47.4233600544155;36.59757650732855,0.0;0.6;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0,0.026477081847668237;0.9326753154939251;0.024193109195271782;0.002722363653867738;0.8991089286702051;0.24208274095341006;0.37635177970752237;0.3915361239698056;0.02213017852540944;0.3924186185891474;0.009811502115561891,MoeaNSGAIIOptimizerImpl,1000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
49.88134376079128;59.68259271424448;42.318283992352846,47.85290825547453;39.83319564669063;40.15640263707723,0.0;0.8;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0,0.41069711837980966;0.9857193922024602;0.010404264972234241;0.04122389403335494;0.98727643112506;0.8643745103123877;0.034078322659397975;0.43065061206304034;0.012499978972821953;0.38113142510764325;0.006679961812098965,MoeaNSGAIIOptimizerImpl,1000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.370344868584624;61.09238608164025;44.41743162254441,40.99725691112101;35.06074847219329;30.69866232006926,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.017170472090746295;0.9992344503840231;0.001142069993266259;0.23094821387978418;0.3423087434467513;0.22887769644419179;0.24619702373591323;8.851361085297858E-5;0.22684326809751976;0.0075292299728339195;0.018552700652588117,MoeaNSGAIIOptimizerImpl,1000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
44.431758649972856;52.9504621525797;44.7296871644098,47.143367515794864;41.67928604300752;45.964131158730694,0.2;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0,0.2964529755064681;0.9903452407729467;0.4630758824820811;0.014147861482218568;0.9969190522870621;0.4068855117726937;0.39333181957120406;0.02438249118087213;0.022101253330286903;0.467263931632618;0.03554249696915082,MoeaNSGAIIOptimizerImpl,1000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
46.66428022908177;54.43692897508362;46.40971826191509,42.41623324822595;20.46358129163789;27.82788753607546,0.2;0.2;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0,0.3532690727860768;0.9875559403467781;0.038654712225716294;0.5764452170714657;0.9912868749097041;0.6793653161846772;0.5731335961600582;0.5210519724860442;0.01568478435138379;0.504504195156986;0.5238743794074685,MoeaNSGAIIOptimizerImpl,1000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
49.168983882802664;55.16559563201079;47.86301738749133,44.03964432654535;9.754763285670986;31.192304700799443,0.2;0.4;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0,0.6414924723385704;0.9551529730771373;0.5227658037250232;0.5240060475330252;0.9994995539560502;0.4456893650870725;0.616433964691885;0.3690342362237976;0.6090178992555803;0.3491489357525476;0.3092010080102272,MoeaNSGAIIOptimizerImpl,1000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
51.6883256979508;56.56262070217149;49.882899752562935,44.384476942682376;12.930622557914774;26.672773852389366,0.2;0.6;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0,0.05217462953474493;0.997191631906928;0.5326204212401082;0.05025186909497896;0.973861616659582;0.629494668099715;0.8201012396360322;0.8317550545004443;0.5542119946506376;0.6824320314032264;0.6354417151139339,MoeaNSGAIIOptimizerImpl,1000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
54.48966311460322;57.174918510749684;51.69569907182661,37.94033490242287;19.304501843544013;31.703816942990727,0.2;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.41575466521249427;0.9739253188940931;0.0034288059205034565;0.3628906260302657;0.5984951744242436;0.38170678454875495;0.4396457614061884;0.012911513232762364;0.020880486310099602;0.3805566120604603;0.3856704335181863,MoeaNSGAIIOptimizerImpl,1000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
48.42513585688624;49.36876204016888;51.066650348098364,45.4024756144661;25.93268664275855;29.6873235323731,0.4;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0,0.7309842085937495;0.4526522469506574;0.019849218124117416;0.3116135532080582;0.9937565505664829;0.010042487879743713;0.03088198732016258;0.31511650999544477;0.29902207686625837;0.0033785175907579453;0.02705876425321164,MoeaNSGAIIOptimizerImpl,1000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
51.3010930473053;49.89354619662123;53.32272265907629,42.13051117423015;20.810806851133844;29.19755028366009,0.4;0.2;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0,0.006676481797395717;0.9388499736630027;0.028729033501741594;0.4581243164496824;0.9478195501362855;0.6896836594859284;0.9979382495668299;0.5634124695508363;0.5649266858457386;0.5710930096048961;0.012118329471021705,MoeaNSGAIIOptimizerImpl,1000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
53.82096567945845;50.462265461575065;55.611284392592985,54.12914917951045;46.21766001431366;50.46083777348777,0.4;0.4;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0,0.021540679139444838;0.6625830189584253;0.018982479991990958;0.01302333012157412;0.9095034646162035;0.7265315299202236;0.7552809792871783;0.3501595297624979;0.0010363039237915456;0.006330904261994855;0.00642781316356188,MoeaNSGAIIOptimizerImpl,1000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
56.67647635323361;50.99450333647232;57.07290754377022,47.41291459865209;30.08503548566688;43.588834861294444,0.4;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.01590629365456552;0.011015215411976483;0.019870379366025443;0.02703393332351578;0.9997830951504741;0.014396314922223699;0.9927020446946223;0.2768865806621508;0.20478225049509252;0.13739985671382232;0.02091396606713931,MoeaNSGAIIOptimizerImpl,1000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
