targetLab,resultLab,targetWeights,resultWeights,optimizer,numberOfEvaluations,mixingError,penalties,normalizer,initialGuessType
50.790357605472934;46.30375329018277;53.655896721561916,49.00333143665601;43.22979706331748;48.60679664634403,0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;1.2228818595128128;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,143,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
67.0607520782194;8.583268068731996;70.79009233501033,67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,137,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
45.83013734686718;20.028389728642402;46.87686885739514,47.07263773354796;24.011921023540104;48.4441579281841,0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0,1.0909090909090908;0.40490031151990513;-1.5271249090909091;-1.5271249090909091;0.42422610253947424;9.575414022828936;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091,PowellOptimizerImpl,149,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
54.89458796140141;16.112618041368766;57.254529852189826,54.89458796140141;16.112618041368766;57.254529852189826,0.5;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0,1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,159,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
67.0607520782194;8.583268068731996;70.79009233501033,67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,137,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
67.64497183318726;41.34904304583387;74.38042449068686,65.16128484484958;38.69314665198359;70.83430723217758,0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0,1.0909090909090908;0.43566405571155087;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;2.66713716094514;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091,PowellOptimizerImpl,235,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
67.12890755038966;25.83968384063484;72.37860748612705,67.12890755038966;25.83968384063484;72.37860748612705,0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0,1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,143,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
67.0607520782194;8.583268068731996;70.79009233501033,67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,137,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
100.0;0.00526049995830391;-0.010408184525267927,99.32249543049905;-2.538405540892019;8.232915039039025,0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0,-1.5271249090909091;0.09090909090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;19.755160451703357;0.09090909090909091;0.09090909090909091;0.09090909090909091,PowellOptimizerImpl,133,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
84.2189330883204;-3.6886657038223136;66.55231175720814,82.75606715080099;-4.396331271657338;81.86302685836901,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0,2.090909090909091;-2.145158909090909;2.9365002929645527;-2.145158909090909;-2.145158909090909;-2.145158909090909;-2.145158909090909;-2.145158909090909;-2.145158909090909;-2.145158909090909;-2.145158909090909,PowellOptimizerImpl,203,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
67.0607520782194;8.583268068731996;70.79009233501033,67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,137,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
16.24447400883688;44.35786734366931;-64.94072656183228,16.24447400883688;44.35786734366931;-64.94072656183228,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0,-0.5271249090909091;0.09090909090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;10.563045181924354;0.09090909090909091;0.09090909090909091,PowellOptimizerImpl,203,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
34.89500100300083;-29.237271178155833;21.020668491511852,31.157219751391708;-20.074409204714648;16.293957731097553,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0,-0.5271249090909091;-0.5271249090909091;0.09389599714865937;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;0.19852342216052335;-0.5271249090909091;0.23680712465940632;0.07019771218706575;0.09090909090909091,PowellOptimizerImpl,355,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
67.0607520782194;8.583268068731996;70.79009233501033,67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,137,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
0.0;0.0;0.0,0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0,-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-1.4545664283550477;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-0.5271249090909091;-1.507944938722483;2.090909090909091;-0.5271249090909091,PowellOptimizerImpl,255,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
29.69689396469333;-9.584819049123366;36.47319673428681,35.97460363632684;10.969601317173117;31.615699611513648,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0,-1.5271249090909091;-1.5271249090909091;0.09251224181682956;-1.5271249090909091;0.1492157317420506;-1.5271249090909091;0.21044979909909262;-1.5271249090909091;0.1478879311179256;0.08759648764160208;0.09090909090909091,PowellOptimizerImpl,244,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
67.0607520782194;8.583268068731996;70.79009233501033,67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,137,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
19.312936634389438;-0.41324827279839993;-24.88657164896193,21.194297498456102;0.7039666245687859;-19.16899114791906,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0,-0.5271249090909091;0.09090909090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;5.3269771385653;-0.5271249090909091;-0.5271249090909091;9.563045181924354;-0.5271249090909091;0.09090909090909091,PowellOptimizerImpl,284,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
38.44014086775276;-36.83892191059718;28.602265969157102,30.7523233360478;-25.79293894689258;15.620285384607035,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5,-0.5271249090909091;-0.5271249090909091;0.08571184587681273;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;0.21850977587791137;-0.5271249090909091;0.12657883805047837;-0.5271249090909091;0.22312094577314096,PowellOptimizerImpl,502,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
67.0607520782194;8.583268068731996;70.79009233501033,67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,137,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
93.05467216824698;-13.52443756677374;88.24413337218287,90.66121353756272;-11.336576060425818;86.88020761717085,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0909090909090908;-1.5271249090909091;9.563045181924354;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091,PowellOptimizerImpl,124,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
68.06005955732883;37.59196679892424;58.51013582885819,67.64497183318726;41.34904304583387;74.38042449068686,0.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,-1.1538362390931027;-1.2154467310341985;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;4.090909102159196;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091,PowellOptimizerImpl,298,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.370344868584624;61.09238608164025;44.41743162254441,52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,137,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
32.112010421859175;55.57715769733368;-81.89570995877071,32.112010421859175;55.57715769733368;-81.89570995877071,0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,-3.7631929090909093;-1.5271249090909091;-3.7631929090909093;3.090909090909091;-3.7631929090909093;-3.7631929090909093;-3.7631929090909093;-3.7631929090909093;-3.7631929090909093;-3.7631929090909093;-3.7631929090909093,PowellOptimizerImpl,202,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
35.47300283750205;35.85358913728548;-13.068481539473442,31.14056536703638;46.26308804244836;-16.51855043960967,0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0,-0.5271249090909091;0.09494550939491536;-0.5271249090909091;0.18175572196372902;0.26526856537964094;-0.5271249090909091;-0.5271249090909091;0.0698919008107921;-0.5271249090909091;-0.5271249090909091;0.08449393501030804,PowellOptimizerImpl,441,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.370344868584624;61.09238608164025;44.41743162254441,52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,137,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
40.362733626571746;54.79863856636899;33.349081115326264,40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0,-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;10.563045181924354;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091,PowellOptimizerImpl,181,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
46.241725936981304;58.00858901396288;39.31689725793235,46.241725936981304;58.00858901396288;39.31689725793235,0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,143,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.370344868584624;61.09238608164025;44.41743162254441,52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,137,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
45.83013734686718;20.028389728642402;46.87686885739514,47.07263773354796;24.011921023540104;48.4441579281841,0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0,1.0909090909090908;0.40490031151990513;-1.5271249090909091;-1.5271249090909091;0.42422610253947424;9.575414022828936;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091,PowellOptimizerImpl,149,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
49.15855965963554;44.480256213932144;48.423845380314376,49.15855965963554;44.480256213932144;48.423845380314376,0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,142,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.370344868584624;61.09238608164025;44.41743162254441,52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,137,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
67.64497183318726;41.34904304583387;74.38042449068686,65.16128484484958;38.69314665198359;70.83430723217758,0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0,1.0909090909090908;0.43566405571155087;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;2.66713716094514;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091,PowellOptimizerImpl,235,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
59.11252724445383;56.87624645772005;62.976693676819906,57.01516382032838;50.066924852991136;57.74302067614191,0.0;0.5;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0,1.0909090909090908;1.465517479001075;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,142,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.370344868584624;61.09238608164025;44.41743162254441,52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,137,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
100.0;0.00526049995830391;-0.010408184525267927,99.32249543049905;-2.538405540892019;8.232915039039025,0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0,-1.5271249090909091;0.09090909090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;19.755160451703357;0.09090909090909091;0.09090909090909091;0.09090909090909091,PowellOptimizerImpl,133,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
70.49870231024887;38.15231933239699;18.389056128981608,70.49870231024887;38.15231933239699;18.389056128981608,0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,146,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.370344868584624;61.09238608164025;44.41743162254441,52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,137,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
16.24447400883688;44.35786734366931;-64.94072656183228,16.24447400883688;44.35786734366931;-64.94072656183228,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0,-0.5271249090909091;0.09090909090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;10.563045181924354;0.09090909090909091;0.09090909090909091,PowellOptimizerImpl,203,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
24.871219337436393;22.491122653072736;-19.71128423647841,20.65157896226259;32.086111394918795;-23.69592662066291,0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0,-0.5271249090909091;-1.5271249090909091;-0.5271249090909091;1.472875102159196;1.1128600166721674;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;1.0967299916094377;-0.5271249090909091,PowellOptimizerImpl,259,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.370344868584624;61.09238608164025;44.41743162254441,52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,137,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
0.0;0.0;0.0,0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0,-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-1.4545664283550477;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-0.5271249090909091;-1.507944938722483;2.090909090909091;-0.5271249090909091,PowellOptimizerImpl,255,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
25.101149452417104;28.038524474060132;26.08830461938309,24.140463035666208;29.751777682008456;24.39624524079437,0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0,-0.5271249090909091;1.4780907187460215;-0.5271249090909091;-0.1942590684047052;1.3003385932125826;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;2.283193165888567;-0.5271249090909091,PowellOptimizerImpl,319,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.370344868584624;61.09238608164025;44.41743162254441,52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,137,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
19.312936634389438;-0.41324827279839993;-24.88657164896193,21.194297498456102;0.7039666245687859;-19.16899114791906,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0,-0.5271249090909091;0.09090909090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;5.3269771385653;-0.5271249090909091;-0.5271249090909091;9.563045181924354;-0.5271249090909091;0.09090909090909091,PowellOptimizerImpl,284,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
28.6701043239257;9.366350178130562;-6.0227470626575075,28.39682693098502;34.770122419814726;-63.84950257157741,0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5,-0.5271249090909091;0.09853372327210967;-0.5271249090909091;0.18107903465856512;0.09090909090909091;-0.5271249090909091;0.09996992895621916;-0.5271249090909091;0.07541335931172982;-0.5271249090909091;0.11590802005956483,PowellOptimizerImpl,506,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
