targetLab,resultLab,targetWeights,resultWeights,optimizer,numberOfEvaluations,mixingError,penalties,normalizer,initialGuessType
0.0;0.0;0.0,24.04815407731759;-4.352784422188422;2.720845604284916,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0,0.28477593669709594;0.007868842548117275;0.014513870311450199;0.7437887365161727;0.026872184288003233;0.9062402969151165;0.5766146486869655;0.03669171451345729;0.7421870712850478;0.9895232335198413;0.5198980510584293,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
29.69689396469333;-9.584819049123366;36.47319673428681,35.41873374023054;5.764691153215012;25.08962698074312,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0,0.05806963174317061;0.45299691645634155;0.621292940877839;0.5973650994466735;0.598959311328765;0.9741942913209414;0.9513764913521509;0.021185363843221727;0.9157510144067648;0.9990636825379986;0.012264172468196749,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
67.0607520782194;8.583268068731996;70.79009233501033,61.386976896150685;-7.746931888216125;53.574923233014445,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.8887412635972487;0.5712470101547795;0.6480707747504887;0.6502778410206308;0.0027121700074935625;0.02421834396258218;0.9222052997184681;0.566591988817663;0.03389283762019374;0.02092828962623659;0.40570429760991733,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
19.312936634389438;-0.41324827279839993;-24.88657164896193,39.453323637852456;-22.3976684376197;-4.1337093493294175,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0,0.03982453273409321;0.042477608393742726;0.44067943512817;0.5311496957867713;0.026193056877850902;0.8948019973824212;0.34413346907927606;0.4124177607002521;0.9045117349713878;0.9239161062211976;0.5671956776344896,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
38.44014086775276;-36.83892191059718;28.602265969157102,49.5988791347971;-32.71638865525184;32.973828501120096,0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5,0.008910225222343271;0.037304428335954466;0.6694672015925999;0.4173179345411432;0.023064731337378575;0.3126419224588643;0.7963129837001821;0.40903813514753623;0.012400489757663051;0.8023469878698762;0.9999154996783186,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
67.0607520782194;8.583268068731996;70.79009233501033,57.437693657212606;1.0461920585117523;52.14521485093696,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.9799527320147499;0.03928065441178972;0.44217405227770157;0.03501293469115842;0.3271303425507219;0.9431245962458341;0.48576533934356725;0.4412169634953038;0.026024438566004452;0.003321766284340052;0.39287922020081256,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
93.05467216824698;-13.52443756677374;88.24413337218287,70.14784362583119;-7.210290054863955;50.997041833989755,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.539976742008678;0.24387470799414565;0.9492649145169031;0.30250028804106105;0.026879279564489565;0.3506579034304231;0.01553158244562844;0.9974746651792522;0.03636732287984387;0.3860755382549458;0.021115178163962682,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
68.06005955732883;37.59196679892424;58.51013582885819,59.69865309389304;24.954163362140125;49.01156899966628,0.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.46550334230800633;0.37365576278027807;0.5919843002875763;0.4339709409450604;0.9977828323052521;0.41866873108396313;0.9901992705423045;0.732523799633034;0.01579493981688007;0.04897692794113298;0.0421134340483723,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.370344868584624;61.09238608164025;44.41743162254441,46.01410278120948;27.826125816857672;28.850236818309728,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.3590101758153431;0.9820104056083778;0.4138840964830851;0.3751641336730243;0.9333219792625831;0.35129920923522007;0.015626240059874202;0.2085371795062325;0.3775910952350752;0.03547964974458249;0.0391423136152058,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
32.112010421859175;55.57715769733368;-81.89570995877071,33.25396244398006;9.17542509530181;-10.617624521843483,0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.036850497351901636;0.4905118016273374;0.02001922768627771;0.9956767724212677;0.5557051381161425;0.46157581442423024;0.4422155973851386;0.5537361099172277;0.9778163670373523;0.4406901497063379;0.551186517167301,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
35.47300283750205;35.85358913728548;-13.068481539473442,40.043312605405866;24.754701069130107;8.8509478945351,0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.017820006252648263;0.9924818020519053;0.041245257750719036;0.700610339052957;0.9766282684948266;0.4825838994921538;0.29071640915121977;0.4912108867916625;0.012508427399356726;0.03935661597939119;0.791225746424018,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.370344868584624;61.09238608164025;44.41743162254441,40.61395645424339;36.14351827506468;29.670115042414047,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.01619189329500656;0.9849877035028033;0.014922568239779766;0.23901957102629848;0.5996509673007562;0.19763289894632258;0.2900505195089233;0.015306438198707195;0.26365381131790283;0.009100970139439432;0.01248142817546448,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
40.362733626571746;54.79863856636899;33.349081115326264,36.68152842868207;24.84592091878976;25.148468600703623,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0,0.43396292914130424;0.906883334647711;0.02651186605790805;0.6694356213286857;0.9990996704534872;0.3447149772189665;0.47989893155567104;0.03761104726523361;0.46805399558556116;0.3158872161352448;0.03413623478923846,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
46.241725936981304;58.00858901396288;39.31689725793235,46.62611319229953;29.359397329085656;34.25610975282088,0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0,0.41100724698291013;0.9988216569235304;0.3987743922451382;0.04983645932391658;0.9501969313582329;0.03386105687646862;0.518551377339007;0.5231966996128357;0.04602642030673858;0.5846655293623846;0.4708907098465205,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.370344868584624;61.09238608164025;44.41743162254441,47.498927877364956;27.35464225732015;30.22760645854867,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.2507468079314165;0.9790399289587;0.4262808367053051;0.32908340594196844;0.91628426534243;0.6192099083026109;0.0057790051400104115;0.4627072085554766;0.2767499895123987;0.2458281281753725;0.006028512284411678,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
45.83013734686718;20.028389728642402;46.87686885739514,34.596045070094185;4.006605538398072;26.852374644652734,0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0,0.9583925474555381;0.9440574466326535;0.03841994959360316;0.5957319673452416;0.7098080377886439;0.4785715491934044;0.9861958724756459;0.06246765338396801;0.6444098147635243;0.6504957928794661;0.7200173634602345,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
49.15855965963554;44.480256213932144;48.423845380314376,48.51383711306035;27.327172145915014;45.140326820790996,0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0,0.7960480501248549;0.8747053375438667;0.4409988997642338;0.010999341776115147;0.9537288411558827;0.7891881214149798;0.4630298418531939;0.005735380582628486;0.39036501150915287;0.02304513914409193;0.016378423785746415,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.370344868584624;61.09238608164025;44.41743162254441,45.499220677691795;35.4231987520755;27.90228095483989,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.7377713818788225;0.980828128019392;0.024474893567303573;0.37357084829300735;0.9743646956742723;0.3002350537246529;0.02058162204336385;0.7376260245684778;0.0461461803405659;0.7406136969648928;0.046052962176540146,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
67.64497183318726;41.34904304583387;74.38042449068686,58.69239974733759;17.1901570489863;52.78864346545863,0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0,0.950143155777038;0.7148954712703173;0.9230549200451997;0.015212129948628745;0.9307802348924299;0.48835809244632605;0.917933132559601;0.6805871345671759;0.026167711054843175;0.009240091108229657;0.45437747422115227,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
59.11252724445383;56.87624645772005;62.976693676819906,61.661320703160484;39.243139217026936;47.264108838054085,0.0;0.5;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0,0.013503273311236713;0.615801638523094;0.9302758424994917;0.029774365417107207;0.8211210451220528;0.2425348771411402;0.02509512788621119;0.2933516994746818;0.013254139146814397;0.00698528355879352;0.005047724326881467,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.370344868584624;61.09238608164025;44.41743162254441,39.774434701606175;21.276094651122957;29.036496238196076,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.3294565126506017;0.7429332322905914;0.46324150090107297;0.4515860755692685;0.9690360843967838;0.3814534247609706;0.3624373122754343;0.01715305834001286;0.44973391364608006;0.4144703483917438;0.0367349427616829,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
100.0;0.00526049995830391;-0.010408184525267927,73.42334363055076;-16.536697485765806;20.624677822123427,0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0,0.005731288998832591;0.0035198001074031593;0.20900566102814305;0.18676592150813992;0.005704301022583741;0.18934162922284098;0.1907175801387689;0.9912803870374313;0.13394061180051187;0.020478492537356445;0.1899134876536878,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
70.49870231024887;38.15231933239699;18.389056128981608,56.05365782702589;11.2543782812628;30.31897895798139,0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0,0.37626810753554396;0.9086762210486067;0.4384332383998672;0.31978831425645154;0.43452810050925267;0.037645087447460895;0.4335580697775705;0.9093171966083581;0.36407501281833593;0.04386249461806196;0.2541473097940506,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.370344868584624;61.09238608164025;44.41743162254441,41.590661496587224;27.46200008644259;17.983975375194174,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.7987670553088192;0.9997827399508836;0.031837542299334845;0.5401501264197783;0.9055501652333078;0.41018760997836146;0.047997713864352254;0.7975466161210237;0.4476027452290827;0.7988418289079228;0.01607790299417282,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
16.24447400883688;44.35786734366931;-64.94072656183228,27.49867506520387;14.801943997696048;-33.77463345104515,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0,0.002312293799167755;0.34262581084597227;0.029644897635402873;0.6664300665646691;0.6496248269649921;0.035224190547382045;0.32073288792222754;0.3873825974055497;0.9457959494746934;0.432124737851231;0.9436677260840903,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
24.871219337436393;22.491122653072736;-19.71128423647841,31.983239332795534;16.560270915136233;-16.333195274565092,0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0,0.02286764243052163;0.9151976866531741;0.23244599895321186;0.2744233637836433;0.28014977606326674;0.014476690038085271;0.003988633910721915;0.3591008658875279;0.9214708902464246;0.3733112288116907;0.3531800351045987,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.370344868584624;61.09238608164025;44.41743162254441,50.928237446583125;40.819569989033354;37.02374382277364,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.0026711454636562677;0.901972228585523;0.6108229051897419;0.04753491307187674;0.9934604768572873;0.2650004245176186;0.9017822143133071;0.881647561552294;0.012706977354145917;0.912987941210882;0.016326481388986142,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
0.0;0.0;0.0,37.208642717474845;-0.09481772346112138;10.337567284121596,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0,0.5903425590647772;0.9280358095370391;0.36508036821499135;0.5799319820252961;0.5963009265326562;0.9202382106848793;0.0021190321639352255;0.6577148167595187;0.9180598257840629;0.9070343941261054;0.9030184049653841,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
25.101149452417104;28.038524474060132;26.08830461938309,26.351008642046054;26.97777035751908;24.56849855740234,0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0,0.007858668203962561;0.025497622715916102;2.7613189902453027E-4;0.4499907419181828;0.6568147443345608;0.42033715047320497;0.44974476849666484;0.025259079286356723;0.007446402650103046;0.9333851861264065;0.01233172157688181,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.370344868584624;61.09238608164025;44.41743162254441,49.14731579311828;37.30615636683393;36.21594802543534,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.22678171060885685;0.9285558846504359;0.37295110144473803;0.28000550034232247;0.890117183913807;0.33747493226522035;3.3668611188101497E-4;0.21263104299329588;0.029401379328367876;0.1624431502632922;0.010166347371072837,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
19.312936634389438;-0.41324827279839993;-24.88657164896193,31.637738068008517;-9.041230209549362;-6.968396416281131,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0,0.3079181724167542;0.266626903655752;0.3558165600942316;0.4119213402457367;0.37604104334227095;0.5702063802881887;0.014997921028299093;0.04047466461467868;0.8855180431458255;5.25044193361298E-4;0.9717823702245953,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
28.6701043239257;9.366350178130562;-6.0227470626575075,36.27867595321551;12.544159861142628;3.6096255346979467,0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5,0.03134123659168747;0.979317333164706;0.003752231395929441;0.9870995550984053;0.41464870939258824;0.5929891071648835;0.31851718618837754;0.44061367610375907;0.011961995845545026;0.542444704246512;0.8159236441584545,SMSEMOAOptimizerImpl,10000,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
