targetLab,resultLab,targetWeights,resultWeights,optimizer,numberOfEvaluations,mixingError,penalties,normalizer,initialGuessType
54.92893027698692;55.896449419037545;53.015857808431136,54.49096258072778;58.43115663197301;55.387945232883716,0.25;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.012104939128576192;0.9955067140125266;0.007783007084570285;0.015009679007750331;0.1862608710730873;0.015264472650177576;0.46900738137849474;0.010507969194923118;0.0067980797772895785;0.004393504566688858;0.00809028038496075,CMAESOptimizerImpl,7811,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
47.01152815523787;-18.762749842305247;28.507176947058845,47.01152815523787;-18.762749842305247;28.507176947058845,0.5;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.008496888110080066;0.011225104191870417;0.8920630230798509;0.8906106675541945;0.003094619494161694;0.8110051556595619;0.746551335230045;0.022336700220999497;0.8716046597676571;0.03442509295152768;0.040506222046794264,CMAESOptimizerImpl,5171,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
49.480768442722876;9.724021062311017;43.38148191686645,49.480768442722876;9.724021062311017;43.38148191686645,0.5;0.25;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.8584634198892053;0.5739511196713544;0.7749804886761075;0.022158729254578215;0.7558270643734641;0.03126568113504995;0.7802171169105261;0.0047605875273073394;0.9714596873426171;0.02200804293066609;0.00961115789905215,CMAESOptimizerImpl,5061,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
57.909728260333964;46.849916506627565;59.505940184520455,57.909728260333964;46.849916506627565;59.505940184520455,0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.006158518521356263;0.7671194449630893;0.30386783882472285;0.016102670214624103;0.34956159855356295;0.28876734594957376;0.963581261843648;0.00791077895709841;0.021319566752123955;0.018531075331514036;0.02557370462302163,CMAESOptimizerImpl,5281,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
54.84042204417591;-13.594418209665504;51.99474953565636,54.84042204417591;-13.594418209665504;51.99474953565636,0.75;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.843632343427949;0.0014448002575126705;0.6977068922674909;0.01961767790250471;0.017637837858025928;0.5583246465455427;0.8704886078209556;0.013406714544118925;0.002172533252304168;0.0061904215863702785;0.5822443034710577,CMAESOptimizerImpl,5116,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
61.86404923206804;31.344327196043466;65.23719306297153,61.87016390366499;31.375953815519775;64.76866231380201,0.75;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.8837694026252239;0.547169298027671;0.3669635938374747;0.005118105585914898;0.02019496997249367;0.6511345050516506;0.9592326752215705;0.012079352739529214;0.00802692177794331;0.010460720686074017;0.021478030141417,CMAESOptimizerImpl,6051,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
67.0607520782194;8.583268068731996;70.79009233501033,66.78035436967785;7.538542713700691;67.09855584403192,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.9768929595021971;0.004291359256349032;0.6390301932535585;0.009810380880120812;0.016945183117158535;0.7292940444967336;0.004393738886635815;4.842492904175693E-4;0.0012430035588581571;9.527511244556623E-4;0.008949867136339879,CMAESOptimizerImpl,5721,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
40.362733626571746;54.79863856636899;33.349081115326264,40.754521772227584;49.95523934237605;29.989751706256673,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0,0.004787799744717387;0.4671205100445824;0.001741178762189045;0.015907952080272205;0.9590086143256261;0.0011932217937548782;0.2571383654929804;0.25561170053971627;0.013687707618377558;0.49742361507271093;0.008025340024821376,CMAESOptimizerImpl,5721,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
43.21014217488926;56.25335771959655;36.507097728554136,43.21014217488926;56.25335771959655;36.507097728554136,0.0;0.25;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0,0.008654799414417571;0.3189181752752044;6.312951660754169E-4;0.0013360715785653455;0.9710155740659566;0.010649324808987838;0.0028777298541500865;0.00898186621548565;0.010798538012130706;0.00447936485534327;0.012594636966642671,CMAESOptimizerImpl,7206,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
46.241725936981304;58.00858901396288;39.31689725793235,43.14935876020681;17.609124885528903;23.4252955553365,0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0,0.31776010567637847;0.8790558208253686;0.33648309639360063;0.4127028893239977;0.8041417128070156;0.031605269553813264;0.35829807098924316;0.3069005141196171;0.3080634757007912;0.1815266900980061;0.41357664940911293,CMAESOptimizerImpl,2366,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
49.24865778420475;59.727058248607634;42.081355164923195,49.24865778420475;59.727058248607634;42.081355164923195,0.0;0.75;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0,0.008625726782525501;0.9699501896496106;0.01312194764218495;0.01149805172077048;0.3238888359105071;0.006517685551572149;0.007048294489584778;0.002716748777469467;0.005834991825494329;0.008125587648971125;0.005643638646595349,CMAESOptimizerImpl,8306,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.370344868584624;61.09238608164025;44.41743162254441,52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.0013713392195291128;0.9493217916128768;0.005220027627652884;0.0037467917773398684;0.003289317139023182;0.003994955010923498;0.006286279747588205;0.002825423145082716;0.004525402216300022;0.005599555290715766;0.004892365893705027,CMAESOptimizerImpl,8251,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
45.20803668607308;52.40546681182573;46.5221709811298,45.31369225208934;50.64334628361811;44.564274338567145,0.25;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0,0.004765835599842498;0.6286651169324639;0.010965495010186515;0.015533835106528462;0.9135566671552809;0.6671785354450798;0.012320315218097719;0.011354471581166363;0.002132386546214146;0.00935057246439237;0.00868793602446782,CMAESOptimizerImpl,4621,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
48.41404849856821;53.70387229998103;49.251925316634726,48.41404849856821;53.70387229998103;49.251925316634726,0.25;0.25;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0,0.020901146342191725;0.649065658084992;0.010455085129920754;0.015395487930370322;0.9461817986042804;0.28060926698211364;0.3861155320393229;0.013461328760862243;0.004913344168629177;0.005661934787003142;0.009104261464321904,CMAESOptimizerImpl,5171,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
51.41890155921091;54.63225721056064;51.72979650724776,51.41890155921091;54.63225721056064;51.72979650724776,0.25;0.5;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0,0.4776388077094106;0.8974140784033351;0.013972778651219098;0.009162022264392689;0.8325460002555655;0.006203806128609793;0.2811592541080167;0.012483788399706767;0.020505555870079628;0.011790238652987815;0.016756089786481784,CMAESOptimizerImpl,5556,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
54.92893027698692;55.896449419037545;53.015857808431136,54.49096258072778;58.43115663197301;55.387945232883716,0.25;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.007292423572301962;0.9641649900725195;0.00609413739459419;0.0015140178173169243;0.18022362072878392;0.00488709679890814;0.45201192267041485;0.0016293239505102643;0.008646945368000588;0.00737314845162311;0.005971638476746824,CMAESOptimizerImpl,6216,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
50.790357605472934;46.30375329018277;53.655896721561916,50.79566467984688;46.32552592289451;53.27955077856412,0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0,0.42056191364333256;0.5396629666324415;0.008588448183154556;0.004224527034700767;0.968601040875326;0.9108942918832601;0.707748634806785;0.01440165732854581;0.01315999386771997;0.016657691600285268;0.0031159754696355943,CMAESOptimizerImpl,4511,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
54.35755700085245;46.56662757803193;56.94889681430857,54.35277372703176;46.546489612701194;57.29685418028523,0.5;0.25;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0,0.9028072845040132;0.9258378314496902;0.008183807293318376;0.005057988180162644;0.6913458096501182;0.42244425384815476;0.8219275428816056;0.024671891256130077;0.029079563843618917;0.026731433673291408;0.008461814448601059,CMAESOptimizerImpl,4346,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
57.909728260333964;46.849916506627565;59.505940184520455,57.909728260333964;46.849916506627565;59.505940184520455,0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,6.814250147123236E-4;0.7068792924364113;0.2898105589842817;6.898279109385386E-4;0.3529589461011364;0.32083692164731464;0.9739319187206905;0.012400497956925651;0.00911325508420364;0.022024240204672932;4.3179617623706175E-4,CMAESOptimizerImpl,6051,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
57.478586624247995;32.29422347396177;60.96430941140479,57.48573697598354;32.330155017498086;60.42734479249743,0.75;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0,0.48677379230723095;0.017239391803435027;0.32792217834431797;0.016649152811184;0.4516689021934832;0.9255592726536342;0.9665759653956385;0.030060131809453477;0.022540531538908136;0.004965212607308147;0.008148680788594004,CMAESOptimizerImpl,7426,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
61.86404923206804;31.344327196043466;65.23719306297153,61.87016390366499;31.375953815519775;64.76866231380201,0.75;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.8294092497946337;0.5030861670602986;0.34377999620524774;0.014693666475841853;0.008552253931960813;0.6235378599386834;0.955091265406277;0.02278174509134333;0.027846026813104496;0.01294395977601942;0.03150284069432799,CMAESOptimizerImpl,6711,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
67.0607520782194;8.583268068731996;70.79009233501033,67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.9784969737572984;7.589060291879183E-4;9.306995755613246E-4;0.005446777408162125;0.0031870789713371863;0.0032241869441128417;0.008485169040412709;0.008039242095599041;0.002105410699157014;0.0030505757056896008;0.008704091020887574,CMAESOptimizerImpl,10001,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
45.83013734686718;20.028389728642402;46.87686885739514,45.437546634129916;21.343804693393253;50.002731692357784,0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0,0.6988472727279136;0.004714057855180883;0.01709436905500233;8.012104682132704E-4;0.4057120946225155;0.9989423048593918;0.8325895844384195;0.012123539617169488;0.0014276938624061906;0.5130246536265519;0.028143886633793098,CMAESOptimizerImpl,4841,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
47.45632056910291;33.43023832891057;47.92528207176111,47.67943076344074;32.965976294939416;47.279478411947636,0.0;0.25;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0,0.8017774676589456;0.48309684103481304;0.02821968066517151;0.45169455841373535;0.9298330926130055;0.6565288056479162;0.6646813454367038;0.025693652931447278;0.026377760988563013;0.02435439686018106;0.02583034272593257,CMAESOptimizerImpl,4896,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
49.15855965963554;44.480256213932144;48.423845380314376,49.29946959108062;45.629967476728986;49.56111979392789,0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0,0.6695169533216778;0.8410163895551114;0.01901187891743346;0.012646001339564287;0.8463348122422502;0.9140028685044812;0.015604382430076395;0.009124745366000957;0.029573674859185967;0.01648498824803093;0.006985819592118149,CMAESOptimizerImpl,5171,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
50.77879086279137;53.50213520659564;47.138130795083164,50.60430626416057;57.75144343678418;50.17502411337378,0.0;0.75;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0,0.0024111265442163105;0.9751188239911428;0.00613342202507809;0.01935080719334286;0.7431650855893028;0.012050440395702017;0.4309501648880065;0.01669674186841455;0.013697502118708326;0.014609467363555556;0.009684408578692124,CMAESOptimizerImpl,5006,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.370344868584624;61.09238608164025;44.41743162254441,53.662112926964625;58.48806446988198;44.768739936159285,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.0;0.9338691539892191;0.10699537622297656;0.001539134902577647;0.10534425019340987;0.0;0.002859274112965708;0.0;0.0;0.0;0.0,CMAESOptimizerImpl,6601,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
49.95928791512729;18.695392529250622;51.37995952916623,49.95928791512729;18.695392529250622;51.37995952916623,0.25;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0,0.017630521492776403;0.6004599293428349;0.6766756178966266;0.016901883107510465;0.014809828334854428;0.8868564636657447;0.9995544639118831;0.012315167351542517;0.02403841354681384;0.6597512754899005;0.012863572910711307,CMAESOptimizerImpl,6106,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
51.713593624830054;32.91961925538106;53.13683057105158,51.486837220878314;33.37276296749503;54.008925203879684,0.25;0.25;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0,0.9478242366082708;0.01509491757222297;0.02000848828622526;0.00565252161607477;0.5407798822436412;0.6662911082700915;0.01097680864012163;0.02056271095937714;0.004345731286454923;0.019545255740959635;0.01704163068892389,CMAESOptimizerImpl,4951,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.90152558141696;45.044059818065755;52.980215985175164,52.858579686142406;45.79119331324733;54.599904087260065,0.25;0.5;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0,0.746489418375912;0.8942249186648167;0.03207355319587223;0.004591817767056175;0.7853860716067602;0.7369267493575418;0.7571876094177261;0.013451579088903952;0.011754285283079376;0.0027688663862111274;0.027367066957633926,CMAESOptimizerImpl,4676,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
54.92893027698692;55.896449419037545;53.015857808431136,55.09054036784869;55.50832912696735;52.70892988399297,0.25;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.010277692510904117;0.9596796506502808;0.22223370260572245;0.011994427165462496;0.49650746352937997;6.424105619898786E-4;0.4339718493984508;0.011585028773041421;0.019017547403711733;0.007646804341003474;3.115578710193275E-4,CMAESOptimizerImpl,6051,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
54.89458796140141;16.112618041368766;57.254529852189826,50.19762977631426;5.782053492321692;50.7696935004975,0.5;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0,0.8196458807706944;0.4887902662378005;0.6222964039371146;0.01674916766369504;0.0017013397201570786;0.02384397303703078;0.8283900148290602;0.01808068111070934;0.2452440512120379;0.5473713234481783;0.004881552138147017,CMAESOptimizerImpl,4786,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
56.28444178732603;32.297819433131814;58.67243546331243,56.28866293286336;32.318911771568814;58.36699647010817,0.5;0.25;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0,0.7616120441007217;0.009545684805830549;0.3405853258764229;0.016235308522420732;0.6108219057686585;0.9744352650577098;0.6226133512425678;0.016193150546852147;0.01817938439866331;0.026277161812958423;0.004045179993866361,CMAESOptimizerImpl,5941,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
57.909728260333964;46.849916506627565;59.505940184520455,57.909728260333964;46.849916506627565;59.505940184520455,0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.8027834695042853;0.6695757492556116;0.42510644646844736;0.00816858652230551;0.9770118966374085;0.011214916412987365;0.9849787245490904;0.03977460256357157;0.038799225361351414;0.03303257834810439;0.010574106729534391,CMAESOptimizerImpl,4786,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
