targetLab,resultLab,targetWeights,resultWeights,optimizer,numberOfEvaluations,mixingError,penalties,normalizer,initialGuessType
38.764055326781225;-1.3314154884452312;-14.798500468186049,39.49104753171233;-0.21558402411792077;-12.417465306859732,0.25;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0,-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;1.0494245269131592;-0.5271249090909091;0.8971097931089751;-0.5271249090909091;0.2769416662054318;-0.5271249090909091;-0.5271249090909091;0.5052150500552203,PowellOptimizerImpl,493,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
40.9139628228848;6.999999659533324;10.285048749982561,75.72716885026593;7.483768377942401;34.609867657781244,0.25;0.25;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0,-0.5271249090909091;0.09090909090909091;-0.5271249090909091;0.08972423047339848;0.09090909090909091;0.11219532716129908;0.09090909090909091;0.14353156089479024;0.08866577293402948;0.09090909090909091;0.08875437403028069,PowellOptimizerImpl,1099,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
45.4382029520668;25.816335392480294;34.232462577884704,45.6313961378187;33.950177637742605;46.85051525597396,0.25;0.5;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;1.374295110712795;7.162613899985466;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091,PowellOptimizerImpl,143,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
54.92893027698692;55.896449419037545;53.015857808431136,55.535119802864486;59.77112394060341;54.90564333868602,0.25;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,-0.5271249090909091;1.0909090909090908;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;0.36261432612595007;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091,PowellOptimizerImpl,228,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
47.01152815523787;-18.762749842305247;28.507176947058845,72.5606195778443;-50.2420271403079;58.03097031002253,0.5;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0,-0.2296752496771132;-3.229675249677113;0.2787991439652351;-0.2296752496771132;0.09684576262213063;-0.2296752496771132;0.08055601790482929;-0.5679282304588463;0.09477540553355188;0.09090909090909091;0.12755753503589623,PowellOptimizerImpl,850,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
49.480768442722876;9.724021062311017;43.38148191686645,48.25838344994496;9.551089457161432;46.79764999963578,0.5;0.25;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.9440940673507885;-0.5271249090909091;-0.5271249090909091;0.3294998946318952;-0.5271249090909091;1.9907752041030982;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091,PowellOptimizerImpl,389,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
57.909728260333964;46.849916506627565;59.505940184520455,57.909728260333964;46.849916506627565;59.505940184520455,0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0909090909090908;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,145,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
54.84042204417591;-13.594418209665504;51.99474953565636,54.84042204417591;-13.594418209665504;51.99474953565636,0.75;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0909090909090908;-1.5271249090909091;-1.5271249090909091;0.3640271718507029;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,179,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
61.86404923206804;31.344327196043466;65.23719306297153,61.728699295881555;30.930811790029434;65.07740965603665,0.75;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.1269741470081358;0.3685599495367341;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091,PowellOptimizerImpl,230,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
67.0607520782194;8.583268068731996;70.79009233501033,67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,137,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
40.362733626571746;54.79863856636899;33.349081115326264,40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0,-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;10.563045181924354;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091,PowellOptimizerImpl,181,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
43.21014217488926;56.25335771959655;36.507097728554136,43.21014217488926;56.25335771959655;36.507097728554136,0.0;0.25;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;3.5187420469996282;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,165,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
46.241725936981304;58.00858901396288;39.31689725793235,46.241725936981304;58.00858901396288;39.31689725793235,0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,143,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
49.24865778420475;59.727058248607634;42.081355164923195,49.24865778420475;59.727058248607634;42.081355164923195,0.0;0.75;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;0.36030154716082274;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,171,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.370344868584624;61.09238608164025;44.41743162254441,52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,137,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
45.20803668607308;52.40546681182573;46.5221709811298,45.65311865597286;50.604256809137325;44.45475746389743,0.25;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0,-2.145158909090909;2.090909090909091;-2.145158909090909;-2.145158909090909;2.472875102159196;1.884905930557881;-2.145158909090909;-2.145158909090909;-2.145158909090909;-2.145158909090909;-2.145158909090909,PowellOptimizerImpl,219,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
48.41404849856821;53.70387229998103;49.251925316634726,50.202293817859115;50.84446222367911;47.74201386888638,0.25;0.25;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;0.5519063417538288;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,144,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
51.41890155921091;54.63225721056064;51.72979650724776,50.39625637400097;51.99565208260554;47.5665813140609,0.25;0.5;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;0.47287510215919615;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,146,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
54.92893027698692;55.896449419037545;53.015857808431136,55.535119802864486;59.77112394060341;54.90564333868602,0.25;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,-0.5271249090909091;1.0909090909090908;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;0.36261432612595007;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091,PowellOptimizerImpl,228,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
50.790357605472934;46.30375329018277;53.655896721561916,49.00333143665601;43.22979706331748;48.60679664634403,0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;1.2228818595128128;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,143,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
54.35755700085245;46.56662757803193;56.94889681430857,54.90550574787177;46.10835374340267;55.59471067902885,0.5;0.25;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0,1.026759013083701;1.4693122613047223;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;0.41450012492999383;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091,PowellOptimizerImpl,307,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
57.909728260333964;46.849916506627565;59.505940184520455,57.909728260333964;46.849916506627565;59.505940184520455,0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0909090909090908;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,145,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
57.478586624247995;32.29422347396177;60.96430941140479,57.70505333591487;31.82325304738587;60.311805654129,0.75;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0,1.1465657466803063;0.5042434583294558;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;0.3931674940292742;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091,PowellOptimizerImpl,441,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
61.86404923206804;31.344327196043466;65.23719306297153,61.728699295881555;30.930811790029434;65.07740965603665,0.75;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.1269741470081358;0.3685599495367341;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091,PowellOptimizerImpl,230,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
67.0607520782194;8.583268068731996;70.79009233501033,67.0607520782194;8.583268068731996;70.79009233501033,1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,137,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
45.83013734686718;20.028389728642402;46.87686885739514,47.07263773354796;24.011921023540104;48.4441579281841,0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0,1.0909090909090908;0.40490031151990513;-1.5271249090909091;-1.5271249090909091;0.42422610253947424;9.575414022828936;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.09090909090909091,PowellOptimizerImpl,149,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
47.45632056910291;33.43023832891057;47.92528207176111,47.45632056910291;33.43023832891057;47.92528207176111,0.0;0.25;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0,-0.5271249090909091;1.7089430796589857;-0.5271249090909091;-0.5271249090909091;-0.9090909203410141;5.120992787311665;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091,PowellOptimizerImpl,231,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
49.15855965963554;44.480256213932144;48.423845380314376,49.15855965963554;44.480256213932144;48.423845380314376,0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,142,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
50.77879086279137;53.50213520659564;47.138130795083164,52.370344868584624;61.09238608164025;44.41743162254441,0.0;0.75;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,136,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.370344868584624;61.09238608164025;44.41743162254441,52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,137,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
49.95928791512729;18.695392529250622;51.37995952916623,49.95928791512729;18.695392529250622;51.37995952916623,0.25;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0,0.9013645922834492;-1.3499219511815919;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;2.7089430909090906;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091,PowellOptimizerImpl,232,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
51.713593624830054;32.91961925538106;53.13683057105158,51.713593624830054;32.91961925538106;53.13683057105158,0.25;0.25;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0,0.9319425210188362;0.8783871854336531;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;1.8005847191449469;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091,PowellOptimizerImpl,240,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
52.90152558141696;45.044059818065755;52.980215985175164,52.864097760312646;45.814360444557664;54.21745411587826,0.25;0.5;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0,-0.14515889518501446;1.4728750978620384;-0.14515889518501446;-0.14515889518501446;-0.14515889518501446;1.2249646690578901;0.7473793829747721;-0.14515889518501446;-0.14515889518501446;-0.14515889518501446;-0.14515889518501446,PowellOptimizerImpl,307,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
54.92893027698692;55.896449419037545;53.015857808431136,55.535119802864486;59.77112394060341;54.90564333868602,0.25;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,-0.5271249090909091;1.0909090909090908;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;0.36261432612595007;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091;-0.5271249090909091,PowellOptimizerImpl,228,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
54.89458796140141;16.112618041368766;57.254529852189826,54.89458796140141;16.112618041368766;57.254529852189826,0.5;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0,1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;1.0909090909090908;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,159,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
56.28444178732603;32.297819433131814;58.67243546331243,56.28444178732603;32.297819433131814;58.67243546331243,0.5;0.25;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0,1.0909090909090908;0.5564113139380581;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;0.5794656073567418;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091;-1.5271249090909091,PowellOptimizerImpl,169,DeltaE2000,SparsityPenalty,ProportionsNormalizer,Uniform
